fname,label
09ea5276.wav,Trumpet
0a037e96.wav,Fireworks
0a0a8d4c.wav,Clarinet
0a15b36b.wav,Clarinet
0a277f11.wav,Snare_drum
0a2a5c05.wav,Burping_or_eructation
0a2b4c80.wav,Snare_drum
0a32271b.wav,Meow
0a366772.wav,Writing
0a484e9f.wav,Writing
0a49afad.wav,Fireworks
0a54c770.wav,Bus
0a6bba04.wav,Cowbell
0a6dbf2c.wav,Finger_snapping
0a82b4d6.wav,Tearing
0a8ac55d.wav,Tambourine
0a8d300c.wav,Bus
0a925754.wav,Telephone
0a98104d.wav,Cello
0aa17642.wav,Knock
0aa32376.wav,Hi-hat
0aa7edd0.wav,Cowbell
0aab722d.wav,Hi-hat
0aad0a16.wav,Gunshot_or_gunfire
0aaed52b.wav,Fart
0ac443ad.wav,Bark
0ac83c13.wav,Writing
0acba147.wav,Computer_keyboard
0ad0bf22.wav,Saxophone
0ad5618e.wav,Bass_drum
0ad666e3.wav,Saxophone
0ade0819.wav,Cowbell
0af32053.wav,Oboe
0afca134.wav,Shatter
0afcf36b.wav,Scissors
0aff3cde.wav,Bass_drum
0b05208c.wav,Electric_piano
0b142b38.wav,Cough
0b1f22c3.wav,Saxophone
0b2a3ef0.wav,Writing
0b3636e4.wav,Cello
0b3c0588.wav,Finger_snapping
0b3d7a19.wav,Cough
0b436682.wav,Acoustic_guitar
0b489adc.wav,Squeak
0b4dc8fc.wav,Fireworks
0b5b6734.wav,Cough
0b5dd555.wav,Double_bass
0b5ea11d.wav,Keys_jangling
0b6ac630.wav,Hi-hat
0b6fba96.wav,Burping_or_eructation
0b7044b0.wav,Burping_or_eructation
0b74f0da.wav,Writing
0b7aa40a.wav,Cello
0b7f8989.wav,Bark
0b80f560.wav,Fart
0b82b3a5.wav,Clarinet
0b914d51.wav,Meow
0b92a7e0.wav,Chime
0b95a1b5.wav,Knock
0b9904c1.wav,Burping_or_eructation
0ba6976e.wav,Clarinet
0ba8bcc2.wav,Laughter
0ba927cd.wav,Hi-hat
0bab86ae.wav,Violin_or_fiddle
0bb6b85a.wav,Keys_jangling
0bc522f3.wav,Keys_jangling
0bca94ec.wav,Glockenspiel
0bd9f47b.wav,Laughter
0bdef4f9.wav,Oboe
0be0fbaa.wav,Squeak
0be246ba.wav,Double_bass
0be52cd7.wav,Bass_drum
0bf505c1.wav,Tearing
0bfdf35b.wav,Shatter
0c080361.wav,Writing
0c0f796c.wav,Meow
0c118aaa.wav,Electric_piano
0c27360a.wav,Gunshot_or_gunfire
0c28638b.wav,Tambourine
0c2f1a54.wav,Finger_snapping
0c3044b3.wav,Saxophone
0c364094.wav,Cello
0c36c39a.wav,Saxophone
0c3bdc12.wav,Fart
0c3cba8b.wav,Clarinet
0c3e92c7.wav,Knock
0c4948ba.wav,Keys_jangling
0c4f2a87.wav,Oboe
0c547bc4.wav,Violin_or_fiddle
0c66ddcb.wav,Fireworks
0c67f402.wav,Snare_drum
0c6a3500.wav,Bus
0c6ec89a.wav,Oboe
0c7ae294.wav,Applause
0c7eb4eb.wav,Tearing
0c9abd6a.wav,Snare_drum
0ca8b59b.wav,Laughter
0cafd32f.wav,Tambourine
0cb7fc83.wav,Gong
0cbfebc7.wav,Laughter
0cc4c3b7.wav,Finger_snapping
0ccf0903.wav,Glockenspiel
0cdfa126.wav,Laughter
0ce9b7a0.wav,Double_bass
0cea4550.wav,Clarinet
0cec67d2.wav,Writing
0ceed74d.wav,Oboe
0d0c7375.wav,Bass_drum
0d0d1b88.wav,Applause
0d0d648b.wav,Bass_drum
0d1cb966.wav,Oboe
0d2047b5.wav,Drawer_open_or_close
0d30af2b.wav,Trumpet
0d3d36f5.wav,Snare_drum
0d481dea.wav,Glockenspiel
0d649d1b.wav,Trumpet
0d661b19.wav,Telephone
0d694b51.wav,Burping_or_eructation
0d6bb959.wav,Tambourine
0d74110a.wav,Drawer_open_or_close
0d79765a.wav,Bark
0d8012f4.wav,Saxophone
0d804b40.wav,Applause
0d9b9a20.wav,Microwave_oven
0d9f6c10.wav,Burping_or_eructation
0da0c554.wav,Double_bass
0da527a6.wav,Violin_or_fiddle
0da86798.wav,Knock
0db954fa.wav,Applause
0dbdffe2.wav,Fireworks
0dc26ae9.wav,Laughter
0dd326ca.wav,Computer_keyboard
0dd54f1f.wav,Gong
0ddb4bdf.wav,Bass_drum
0de99488.wav,Microwave_oven
0ded93ce.wav,Tambourine
0dfcedf6.wav,Applause
0e19ed55.wav,Cowbell
0e2ec031.wav,Gunshot_or_gunfire
0e2fbeb8.wav,Double_bass
0e32c361.wav,Trumpet
0e3aa5cf.wav,Shatter
0e4372d4.wav,Hi-hat
0e439e01.wav,Fart
0e451691.wav,Drawer_open_or_close
0e4583d5.wav,Shatter
0e51f1d0.wav,Shatter
0e544eb8.wav,Oboe
0e5c9ed0.wav,Knock
0e5cab29.wav,Tearing
0e630318.wav,Snare_drum
0e645225.wav,Bus
0e6e1f35.wav,Chime
0e7622f0.wav,Saxophone
0e7cd4eb.wav,Violin_or_fiddle
0e7f9fdb.wav,Keys_jangling
0e89fb66.wav,Knock
0e974517.wav,Microwave_oven
0e979b8c.wav,Cowbell
0e9cb14e.wav,Fireworks
0ea3dbaf.wav,Saxophone
0eb63f5a.wav,Acoustic_guitar
0ec012fc.wav,Laughter
0ecb56ad.wav,Fart
0ed06544.wav,Hi-hat
0ede064f.wav,Gunshot_or_gunfire
0ee42262.wav,Trumpet
0eeaebcb.wav,Acoustic_guitar
0ef9a602.wav,Hi-hat
0f01e836.wav,Tearing
0f18c55b.wav,Fart
0f1a5928.wav,Gong
0f1dbff5.wav,Applause
0f23d7e4.wav,Tearing
0f274e7a.wav,Meow
0f2903db.wav,Chime
0f2ab678.wav,Electric_piano
0f34d08e.wav,Hi-hat
0f36e49a.wav,Cowbell
0f444884.wav,Keys_jangling
0f5286d1.wav,Microwave_oven
0f53ac39.wav,Hi-hat
0f5c62dd.wav,Clarinet
0f6e2a63.wav,Laughter
0f70f92f.wav,Fart
0f72651c.wav,Hi-hat
0f7f0d86.wav,Laughter
0f936928.wav,Oboe
0f958ff0.wav,Saxophone
0f96c40d.wav,Tearing
0fa3ee45.wav,Chime
0fa61324.wav,Flute
0fafb777.wav,Microwave_oven
0fb0c2e1.wav,Shatter
0fb464cf.wav,Applause
0fc39673.wav,Shatter
0fcdc341.wav,Bus
0fd52405.wav,Burping_or_eructation
0fe6c47d.wav,Oboe
0ff26813.wav,Cough
0ff3a423.wav,Knock
0ff4262d.wav,Snare_drum
0ff6fdf5.wav,Bark
0ffff94f.wav,Chime
100009e2.wav,Writing
10086933.wav,Double_bass
10099e50.wav,Bass_drum
100f6b3f.wav,Shatter
1023facf.wav,Shatter
102db6b4.wav,Flute
102ef2c7.wav,Oboe
1032e684.wav,Clarinet
10357e1e.wav,Flute
103b9ed4.wav,Oboe
103dfb7c.wav,Drawer_open_or_close
103eceae.wav,Writing
103f29e5.wav,Double_bass
104f8672.wav,Glockenspiel
10550a6f.wav,Gong
105a8017.wav,Tambourine
105f3923.wav,Electric_piano
105f4e16.wav,Finger_snapping
1068cb59.wav,Writing
106f028c.wav,Trumpet
1071fd84.wav,Knock
10734a58.wav,Burping_or_eructation
10783ffe.wav,Flute
10876da8.wav,Trumpet
10884a97.wav,Double_bass
108e95b3.wav,Clarinet
108f96a6.wav,Trumpet
1094232e.wav,Drawer_open_or_close
10961c54.wav,Writing
10a229f4.wav,Writing
10ac55a1.wav,Burping_or_eructation
10b0e98b.wav,Writing
10cf0a2c.wav,Cello
10da16fb.wav,Acoustic_guitar
10e3e4eb.wav,Telephone
10efbc5b.wav,Cowbell
10fc82d4.wav,Shatter
1105950d.wav,Trumpet
111bad6f.wav,Gunshot_or_gunfire
11223bbf.wav,Oboe
1131892a.wav,Telephone
11329fa9.wav,Gunshot_or_gunfire
1133db9b.wav,Drawer_open_or_close
1137811b.wav,Harmonica
113c5e2f.wav,Drawer_open_or_close
11439cbd.wav,Bark
1148986e.wav,Violin_or_fiddle
114cf102.wav,Violin_or_fiddle
1152dffc.wav,Keys_jangling
1163de55.wav,Hi-hat
116ddaf8.wav,Hi-hat
11710c08.wav,Tambourine
1176bda6.wav,Cello
11782c39.wav,Finger_snapping
11798f57.wav,Cello
117cc2f0.wav,Flute
117e4577.wav,Trumpet
1181e997.wav,Double_bass
1181ee9d.wav,Fart
118413f9.wav,Fireworks
11880a0a.wav,Shatter
118831d9.wav,Cello
118e9ae3.wav,Hi-hat
1191d9b4.wav,Squeak
1198d2b5.wav,Bass_drum
1199128e.wav,Fireworks
11a06e06.wav,Burping_or_eructation
11a0e319.wav,Saxophone
11ab15ee.wav,Scissors
11b027e8.wav,Violin_or_fiddle
11c7778f.wav,Burping_or_eructation
11c90896.wav,Cowbell
11cbc9e1.wav,Tambourine
11cf5942.wav,Bark
11d883c3.wav,Computer_keyboard
11d93cd3.wav,Drawer_open_or_close
11d9ace9.wav,Gong
11df4777.wav,Oboe
11e3ffde.wav,Burping_or_eructation
11e63946.wav,Laughter
11e9db25.wav,Fart
11f33ae4.wav,Cough
11f7fc13.wav,Clarinet
11f8b3dd.wav,Snare_drum
11fab0b0.wav,Shatter
11fbd6c2.wav,Tambourine
120536d6.wav,Applause
1207a675.wav,Drawer_open_or_close
12091a74.wav,Hi-hat
120e0846.wav,Bark
121110b1.wav,Bus
12169b86.wav,Oboe
121749b9.wav,Bass_drum
12198b88.wav,Bass_drum
121d766e.wav,Oboe
1220471f.wav,Flute
122b0e88.wav,Snare_drum
12323e04.wav,Cough
12371b67.wav,Double_bass
1238c3a4.wav,Meow
123d0d60.wav,Snare_drum
124360b8.wav,Snare_drum
124eadc9.wav,Bass_drum
125194b0.wav,Burping_or_eructation
125e64b7.wav,Knock
125e6ccf.wav,Cello
1264b8c7.wav,Saxophone
129439fd.wav,Bus
129dc328.wav,Double_bass
12a38093.wav,Electric_piano
12a650a4.wav,Fart
12cb4097.wav,Trumpet
12d3cdd8.wav,Snare_drum
12d43904.wav,Cough
12d4ec7c.wav,Trumpet
12e4c120.wav,Saxophone
12f72b79.wav,Squeak
12fcf7a7.wav,Electric_piano
1301b8e3.wav,Fart
13043bab.wav,Fireworks
1304d545.wav,Burping_or_eructation
1314cdad.wav,Bass_drum
131b1516.wav,Saxophone
1329c048.wav,Drawer_open_or_close
13314233.wav,Chime
134df575.wav,Chime
1356f987.wav,Trumpet
1365348d.wav,Fart
1373fdab.wav,Fart
1374fcda.wav,Flute
13798190.wav,Telephone
13847ff3.wav,Hi-hat
1387ba89.wav,Knock
13903b82.wav,Meow
1391883f.wav,Bark
1393c9e0.wav,Oboe
1397ddc8.wav,Harmonica
139c42cb.wav,Flute
13ac472f.wav,Writing
13b2325b.wav,Oboe
13ca1116.wav,Oboe
13da16ae.wav,Double_bass
13db0700.wav,Drawer_open_or_close
13e15a49.wav,Fart
13ee6c44.wav,Bark
13f08982.wav,Burping_or_eructation
140027c6.wav,Telephone
1401c7ff.wav,Bark
14041f9a.wav,Acoustic_guitar
141291fc.wav,Hi-hat
1415b8b9.wav,Gong
14225f23.wav,Squeak
142cb2c4.wav,Violin_or_fiddle
142dac40.wav,Glockenspiel
14303ca5.wav,Acoustic_guitar
1430f062.wav,Snare_drum
14344787.wav,Microwave_oven
143f37eb.wav,Tambourine
1441c25b.wav,Clarinet
14577fc0.wav,Laughter
14683a1c.wav,Applause
14684ee8.wav,Trumpet
1468f23e.wav,Trumpet
146d5e25.wav,Bark
146fd7fd.wav,Cough
1472a525.wav,Shatter
147f4395.wav,Cello
147f61ff.wav,Bark
14819552.wav,Fart
148a199b.wav,Tambourine
1498eb6e.wav,Squeak
149ca673.wav,Acoustic_guitar
14a12f6c.wav,Clarinet
14ac7cbd.wav,Violin_or_fiddle
14b489cd.wav,Oboe
14b4f917.wav,Applause
14c22798.wav,Tambourine
14c476ad.wav,Tearing
14d06c29.wav,Oboe
14d0bd27.wav,Knock
14d18455.wav,Finger_snapping
14d37fb3.wav,Hi-hat
14e1442c.wav,Bark
14e15b48.wav,Acoustic_guitar
14e27632.wav,Knock
14ea05da.wav,Writing
14ef39a2.wav,Meow
14f13e6f.wav,Finger_snapping
14f26483.wav,Bark
14f80bcf.wav,Writing
14fc31e9.wav,Oboe
14fd19da.wav,Cello
1516d630.wav,Laughter
151a56b3.wav,Burping_or_eructation
151b80e7.wav,Computer_keyboard
15373464.wav,Microwave_oven
1539c925.wav,Tearing
1541af57.wav,Fart
1545dcf4.wav,Trumpet
1548d94a.wav,Burping_or_eructation
1549bbaf.wav,Clarinet
154df401.wav,Cello
1551f28a.wav,Violin_or_fiddle
155382a4.wav,Double_bass
155b4487.wav,Keys_jangling
156b378a.wav,Applause
156dd4a7.wav,Oboe
15703034.wav,Snare_drum
15914050.wav,Violin_or_fiddle
15939857.wav,Tambourine
159ea1c3.wav,Tearing
15aebea5.wav,Shatter
15b439e3.wav,Tearing
15b4b254.wav,Glockenspiel
15b6657d.wav,Hi-hat
15ba13c4.wav,Acoustic_guitar
15cade34.wav,Gong
15cb6baf.wav,Bass_drum
15cc274e.wav,Clarinet
15d67d1c.wav,Knock
15d798df.wav,Bass_drum
15d88b9d.wav,Bus
15dcc731.wav,Saxophone
15e43efb.wav,Violin_or_fiddle
15edc230.wav,Fireworks
15f7e867.wav,Bass_drum
1601a564.wav,Shatter
160507aa.wav,Hi-hat
160c92d7.wav,Acoustic_guitar
16127914.wav,Hi-hat
161bd007.wav,Bark
161be325.wav,Cello
161eeade.wav,Oboe
162276f0.wav,Clarinet
163ecf39.wav,Tearing
1640b1f9.wav,Burping_or_eructation
16488606.wav,Fireworks
1648effc.wav,Electric_piano
164fc190.wav,Drawer_open_or_close
1651cca4.wav,Trumpet
16568e3d.wav,Glockenspiel
1661aa86.wav,Burping_or_eructation
166269ab.wav,Tambourine
16670642.wav,Cough
166a1279.wav,Fart
166e17b0.wav,Drawer_open_or_close
167a4cd4.wav,Scissors
16833489.wav,Fireworks
16854911.wav,Chime
168adcd0.wav,Knock
169192c3.wav,Computer_keyboard
16965258.wav,Squeak
169a69f3.wav,Gunshot_or_gunfire
169acff4.wav,Finger_snapping
16b90ef0.wav,Chime
16c14c67.wav,Flute
16c8384b.wav,Bus
16c9a838.wav,Acoustic_guitar
16caff03.wav,Laughter
16d21bca.wav,Clarinet
16d49f55.wav,Squeak
16d51b04.wav,Laughter
16d5da39.wav,Snare_drum
16d7ab94.wav,Trumpet
16d8450e.wav,Chime
16d90624.wav,Fireworks
16db8d97.wav,Glockenspiel
16df86bb.wav,Fart
16e47626.wav,Double_bass
16e4d91a.wav,Bark
16eeb46e.wav,Cowbell
16ef3c60.wav,Harmonica
16f1d744.wav,Electric_piano
16f26de0.wav,Electric_piano
16f8b122.wav,Gong
1704b6b1.wav,Violin_or_fiddle
170946f3.wav,Meow
170950ce.wav,Drawer_open_or_close
170eeda2.wav,Applause
1719d5f5.wav,Fart
1726fa04.wav,Knock
172d7f14.wav,Cowbell
172e4f11.wav,Cowbell
1732f391.wav,Harmonica
17429629.wav,Harmonica
1749fc99.wav,Oboe
174baf55.wav,Laughter
1755b07f.wav,Cough
175dd339.wav,Scissors
1760ba6f.wav,Meow
17619cbe.wav,Shatter
1762fe64.wav,Glockenspiel
176b95db.wav,Telephone
176c5f52.wav,Bark
176cd35e.wav,Chime
1775d5a0.wav,Cough
17855456.wav,Harmonica
1787d4d9.wav,Gunshot_or_gunfire
1787f4e8.wav,Electric_piano
17898a27.wav,Cough
17a1c228.wav,Scissors
17a853e4.wav,Burping_or_eructation
17b9396e.wav,Applause
17c7a30d.wav,Violin_or_fiddle
17cbf99c.wav,Trumpet
17d5e08b.wav,Gong
17d87e42.wav,Violin_or_fiddle
17dfc83c.wav,Glockenspiel
17e247fc.wav,Double_bass
17f32070.wav,Snare_drum
17f82c05.wav,Acoustic_guitar
17f858d5.wav,Snare_drum
17fe000f.wav,Writing
180911ae.wav,Flute
180cd1d7.wav,Trumpet
18267e3e.wav,Flute
1827e52f.wav,Tambourine
182919ec.wav,Knock
182d509a.wav,Cough
18320055.wav,Squeak
18479aa7.wav,Chime
18492a23.wav,Violin_or_fiddle
184ca1c7.wav,Cowbell
186311f0.wav,Tambourine
18674495.wav,Violin_or_fiddle
18683b52.wav,Bark
18829f93.wav,Cough
18838b94.wav,Fart
18865530.wav,Flute
188acf6a.wav,Cello
188b88ed.wav,Microwave_oven
188cfb1b.wav,Laughter
18950b86.wav,Laughter
189c2ac2.wav,Double_bass
189c7842.wav,Electric_piano
18a31494.wav,Snare_drum
18a7dc51.wav,Shatter
18a7f8c5.wav,Scissors
18ab257b.wav,Bark
18b06a2b.wav,Squeak
18b3013e.wav,Fireworks
18c0fa51.wav,Bark
18c287ea.wav,Flute
18c3695b.wav,Cello
18e0caac.wav,Cough
18e0f7ac.wav,Bark
18ea8f49.wav,Snare_drum
18ee96a7.wav,Tearing
18f825ef.wav,Gong
18fcddd0.wav,Oboe
18fdc08b.wav,Shatter
18feebe1.wav,Acoustic_guitar
1902bf23.wav,Trumpet
1907767f.wav,Writing
19105b8a.wav,Clarinet
192c2ba5.wav,Writing
192fa8cc.wav,Flute
193093f8.wav,Shatter
193240a4.wav,Tearing
19341f36.wav,Hi-hat
19343ae9.wav,Tambourine
19389aaf.wav,Flute
19393972.wav,Chime
193ab4fd.wav,Knock
193e878a.wav,Cough
1941b29a.wav,Snare_drum
1947f717.wav,Violin_or_fiddle
194fc71a.wav,Burping_or_eructation
